PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp,summary_score,star
410009,1,8,10,6,7,9,5,2,3) # of groups=5,-0.2343100040615628,3.0
410010,1,8,5,0,5,8,4,1,2) # of groups=4,0.3059976475974805,4.0
410011,1,8,8,5,5,8,5,2,3) # of groups=5,0.0695785732915468,4.0
410012,1,8,10,6,7,8,5,2,3) # of groups=5,0.4375315863884033,5.0
410013,1,8,8,4,5,8,5,2,3) # of groups=5,0.508170376685195,5.0
41005F,1,8,5,4,3,4,5,2,3) # of groups=5,-1.0512935016220482,1.0
420002,1,8,9,7,7,10,5,2,3) # of groups=5,-0.3487152710043646,2.0
420004,1,8,11,7,8,10,5,2,3) # of groups=5,-0.3953385939102259,2.0
420005,1,8,6,4,3,10,5,2,3) # of groups=5,-0.2811783691212761,2.0
420007,1,8,11,7,8,11,5,2,3) # of groups=5,-0.49421726507669,2.0
420009,1,8,7,5,7,11,5,2,3) # of groups=5,-0.0368621037017947,3.0
420010,1,8,7,5,2,11,4,1,2) # of groups=4,0.0452236892450912,3.0
420011,0,0,3,1,1,7,2,0,,0.448999117669225,N/A
420015,1,8,6,4,4,8,5,2,3) # of groups=5,-0.1441460950390378,3.0
420018,1,8,9,7,8,10,5,2,3) # of groups=5,-0.0058306763549805,3.0
420019,0,0,4,1,1,7,2,0,,-0.4968002483059192,N/A
420020,1,8,9,5,2,9,4,1,2) # of groups=4,-0.3429160653443595,2.0
420023,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1121769644199124,3.0
420026,1,8,9,7,7,8,5,2,3) # of groups=5,0.1671144282304258,4.0
420027,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1385411136954339,3.0
420030,1,8,6,4,3,10,5,2,3) # of groups=5,-0.1053123533360273,3.0
420033,1,8,6,4,4,11,5,2,3) # of groups=5,0.1419122088940976,4.0
420036,1,8,6,5,6,9,5,2,3) # of groups=5,-0.0314913438626292,3.0
420037,1,8,6,3,3,10,5,2,3) # of groups=5,0.0035885118771629,3.0
420038,1,8,5,4,2,8,4,1,2) # of groups=4,0.0471301371290181,3.0
420043,1,0,5,3,2,8,3,1,1) # of groups=3,-0.6462395193717966,2.0
420048,1,8,9,4,6,9,5,2,3) # of groups=5,0.0326589708936189,3.0
420049,1,8,10,6,8,11,5,2,3) # of groups=5,0.033050021218184,3.0
420051,1,8,11,7,7,10,5,2,3) # of groups=5,-0.384516660897157,2.0
420053,1,8,8,2,3,9,4,1,2) # of groups=4,0.2271939454098965,3.0
420055,1,8,6,4,2,9,4,1,2) # of groups=4,-0.415998738792286,2.0
420065,1,8,8,4,7,10,5,2,3) # of groups=5,0.416846586110921,5.0
420067,1,8,10,6,7,11,5,2,3) # of groups=5,0.1327728739243791,4.0
420070,1,8,7,6,7,12,5,2,3) # of groups=5,-0.3634425153211282,2.0
420071,1,8,10,7,8,10,5,2,3) # of groups=5,-0.3757706931475117,2.0
420072,0,0,4,2,1,9,2,0,,-0.1878158742036561,N/A
420073,1,8,11,7,8,10,5,2,3) # of groups=5,-0.1927173235000171,3.0
420078,1,8,10,7,7,10,5,2,3) # of groups=5,0.1122275407483404,4.0
420079,1,8,11,7,8,11,5,2,3) # of groups=5,0.1817345867094537,4.0
420080,1,8,11,7,4,11,5,2,3) # of groups=5,0.2709930493917639,4.0
420082,1,8,8,6,7,11,5,2,3) # of groups=5,-0.4940227056295595,2.0
420085,1,8,9,7,7,10,5,2,3) # of groups=5,0.0289843611148317,3.0
420086,1,8,7,5,8,8,5,2,3) # of groups=5,0.4246801223715206,5.0
420087,1,8,11,7,8,9,5,2,3) # of groups=5,0.2605460206143566,4.0
420089,1,8,7,3,4,8,5,2,3) # of groups=5,0.690330495588276,5.0
420091,1,8,10,7,6,9,5,2,3) # of groups=5,-0.2249460171349216,3.0
420098,1,8,9,6,7,12,5,2,3) # of groups=5,0.036734868962641,3.0
420101,1,8,8,4,2,10,4,1,2) # of groups=4,-0.2016995888564033,2.0
420102,1,8,4,0,3,5,4,1,2) # of groups=4,0.9012676183273726,5.0
420103,1,8,6,4,5,9,5,2,3) # of groups=5,0.2965345168603182,4.0
420104,1,8,7,4,4,9,5,2,3) # of groups=5,0.3957227299535405,5.0
420105,1,8,7,6,7,12,5,2,3) # of groups=5,-0.1629064173742479,3.0
420106,1,8,6,3,5,10,5,2,3) # of groups=5,0.7043387759281381,5.0
420107,1,8,6,3,3,7,5,2,3) # of groups=5,0.126686949783618,4.0
420108,0,0,1,1,0,5,1,0,,0.3169579133880157,N/A
420109,1,8,6,4,2,10,4,1,2) # of groups=4,0.1959633266795148,3.0
420110,1,8,6,4,2,11,4,1,2) # of groups=4,0.259317586702794,3.0
42011F,1,8,5,4,4,5,5,2,3) # of groups=5,0.0828374022753781,4.0
42029F,1,8,6,5,4,6,5,2,3) # of groups=5,0.2583274444003837,4.0
421300,0,0,1,0,0,0,0,0,,-0.0929434287348638,N/A
421301,0,0,3,1,1,7,2,0,,-0.458861923406168,N/A
421304,0,0,1,0,0,5,1,0,,0.1314599659412593,N/A
430005,1,8,9,4,4,10,5,2,3) # of groups=5,0.4462093374949081,5.0
430008,1,8,8,2,3,8,4,1,2) # of groups=4,0.0557200731197005,3.0
430012,1,8,6,3,4,9,5,2,3) # of groups=5,0.6422957876482475,5.0
430014,1,8,9,6,6,9,5,2,3) # of groups=5,0.668681111715481,5.0
430015,1,8,8,3,3,8,5,2,3) # of groups=5,0.120260132658717,4.0
430016,1,8,9,6,8,10,5,2,3) # of groups=5,0.1043322685449238,4.0
430027,1,8,11,7,8,10,5,2,3) # of groups=5,0.384666021313003,4.0
43002F,1,8,4,3,1,5,4,1,2) # of groups=4,-0.1175263722196312,2.0
43003F,0,0,1,0,0,0,0,0,,-0.3066499136147119,N/A
430048,1,8,6,2,3,10,4,1,2) # of groups=4,0.70114111471402,5.0
43005F,1,8,5,3,3,5,5,2,3) # of groups=5,0.7827679318219508,5.0
430077,1,8,11,7,7,9,5,2,3) # of groups=5,0.0403026998571394,3.0
430084,0,0,1,0,0,3,1,0,,-0.6308560110889616,N/A
430089,0,8,4,0,2,3,3,0,1) # of groups=3,0.2874231101090533,N/A
430090,0,8,4,0,2,4,3,0,1) # of groups=3,0.9062314405534534,N/A
430091,0,8,3,0,2,3,3,0,1) # of groups=3,2.0414732734114374,N/A
430093,0,0,2,0,2,2,0,0,,0.6132139096709215,N/A
430095,1,8,5,4,2,6,4,1,2) # of groups=4,0.6914106998135036,5.0
430097,1,8,8,3,2,8,4,1,2) # of groups=4,0.5361529250819411,4.0
430098,0,0,1,0,0,3,1,0,,0.5357115708459154,N/A
431300,0,8,2,1,0,5,2,0,,0.2326527574365087,N/A
431301,0,0,2,1,0,2,0,0,,1.3511468617935791,N/A
431302,0,0,2,1,0,4,1,0,,0.7577994174958594,N/A
431305,0,0,1,0,0,2,0,0,,0.970768726506517,N/A
431306,0,0,3,1,0,4,2,0,,0.482806218920172,N/A
431307,0,0,1,0,0,2,0,0,,1.0810574589553814,N/A
431308,0,0,1,0,0,3,1,0,,0.7939166488010054,N/A
431309,0,0,1,0,0,2,0,0,,-0.5314231097626871,N/A
431310,0,0,2,0,0,3,1,0,,0.5027802993475305,N/A
431311,0,0,2,0,0,2,0,0,,0.2273292087359301,N/A
431312,0,0,2,0,0,4,1,0,,0.164984331843654,N/A
431313,0,0,1,0,0,3,1,0,,0.2463189697369208,N/A
431314,0,0,0,0,0,2,0,0,,1.1945717912169234,N/A
431315,0,0,1,0,0,3,1,0,,-1.7954129981561278,N/A
431316,0,0,2,1,0,4,1,0,,-0.0474080664326705,N/A
431317,0,0,0,0,0,3,1,0,,1.8271291717963003,N/A
431318,0,0,0,0,0,2,0,0,,1.8611409713737253,N/A
431319,0,0,2,1,1,3,1,0,,-0.0783522962251883,N/A
431320,0,0,1,0,0,3,1,0,,0.8668169065073565,N/A
431321,0,0,2,1,1,4,1,0,,0.5302552717330267,N/A
431322,0,0,1,0,0,5,1,0,,0.4721234230724952,N/A
431323,0,0,1,0,0,4,1,0,,0.193053616137178,N/A
431324,0,0,1,0,0,3,1,0,,0.8649604810629947,N/A
431325,0,0,1,1,0,4,1,0,,-0.2755379709222429,N/A
431326,0,0,2,0,0,2,0,0,,0.5807695496744965,N/A
431327,0,0,2,0,0,3,1,0,,1.016763885469148,N/A
431328,0,0,0,0,0,2,0,0,,1.721205638435289,N/A
431329,0,0,1,1,0,3,1,0,,-1.134777795426734,N/A
431330,0,0,1,0,1,5,1,0,,-1.7924927868627516,N/A
431331,0,0,2,0,0,3,1,0,,1.1128670972546282,N/A
431332,0,0,0,0,0,3,1,0,,1.7371697984115275,N/A
431333,0,0,0,0,0,3,1,0,,1.9011981558967237,N/A
431334,0,0,3,1,0,3,2,0,,-0.0112963810699346,N/A
431335,0,8,4,2,0,6,3,0,1) # of groups=3,-1.1475479844526435,N/A
431336,0,0,2,0,0,4,1,0,,0.8352430454894922,N/A
431337,0,0,3,0,0,3,2,0,,1.2294779014373811,N/A
431338,0,0,4,2,0,4,2,0,,0.3052269742387419,N/A
431339,0,0,3,2,0,5,2,0,,0.7884213780978337,N/A
431340,0,0,0,0,0,3,1,0,,1.6620276678635832,N/A
431383,0,0,0,0,0,2,0,0,,0.2014052607746772,N/A
440001,0,0,2,1,0,6,1,0,,-0.9228485695549328,N/A
440002,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1727688977111063,3.0
440003,1,8,6,6,6,10,5,2,3) # of groups=5,-0.6388490779310185,1.0
440006,1,8,7,6,7,8,5,2,3) # of groups=5,-0.5690564274600954,2.0
440007,0,8,5,2,1,7,3,0,1) # of groups=3,0.1743447847870139,N/A
440008,0,8,2,1,1,5,2,0,,-0.4080972596004723,N/A
440009,1,8,7,4,6,11,5,2,3) # of groups=5,0.3540316627954488,4.0
440010,0,0,3,1,0,7,2,0,,-0.4607855626659523,N/A
440011,1,8,10,6,7,11,5,2,3) # of groups=5,0.2314382953729887,4.0
440012,1,8,9,7,7,10,5,2,3) # of groups=5,-0.9510861732462524,1.0
440015,1,8,11,7,8,10,5,2,3) # of groups=5,-0.0739590471337374,3.0
440016,1,8,6,3,2,7,4,1,2) # of groups=4,0.3237727003215686,4.0
440017,1,8,9,7,7,10,5,2,3) # of groups=5,0.0026762948964102,3.0
440018,1,8,7,3,4,9,5,2,3) # of groups=5,-0.411817347227032,2.0
440020,1,8,6,2,3,8,4,1,2) # of groups=4,-0.1537832498566652,2.0
440029,1,8,8,6,8,11,5,2,3) # of groups=5,0.3334985889421303,4.0
440030,1,8,8,6,7,9,5,2,3) # of groups=5,-0.1565007581491513,3.0
440031,1,8,6,4,5,9,5,2,3) # of groups=5,0.4419883133116783,5.0
440032,0,0,2,0,0,7,1,0,,0.4679034880807187,N/A
440033,1,8,5,3,3,7,5,2,3) # of groups=5,-0.4124195629308842,2.0
440034,1,8,9,7,7,9,5,2,3) # of groups=5,0.0150152207049014,3.0
440035,1,8,8,6,7,10,5,2,3) # of groups=5,-0.8698394604006487,1.0
440039,1,8,11,7,8,9,5,2,3) # of groups=5,0.1338909172898649,4.0
440046,1,8,8,6,5,9,5,2,3) # of groups=5,0.1336816506336086,4.0
440048,1,8,11,7,8,10,5,2,3) # of groups=5,-0.1754056800862645,3.0
440049,1,8,11,7,8,11,5,2,3) # of groups=5,0.390730773476912,4.0
440050,1,8,6,4,6,11,5,2,3) # of groups=5,-0.5663547999910767,2.0
440053,1,8,8,6,7,10,5,2,3) # of groups=5,-0.4326843095248617,2.0
440056,1,8,5,3,4,11,5,2,3) # of groups=5,-0.2208072789082907,3.0
440057,0,8,4,1,2,8,3,0,1) # of groups=3,-0.3138327055141493,N/A
440058,1,8,7,5,4,10,5,2,3) # of groups=5,-0.4450920768049111,2.0
440059,1,8,11,7,7,10,5,2,3) # of groups=5,-0.7237212534229976,1.0
440060,0,0,4,1,1,7,2,0,,0.2683587672822659,N/A
440061,1,0,6,3,2,9,3,1,1) # of groups=3,0.2124430669890514,4.0
440063,1,8,11,7,7,9,5,2,3) # of groups=5,-1.0524645267159678,1.0
440065,1,8,7,4,3,9,5,2,3) # of groups=5,-0.4450954657035115,2.0
440068,1,8,8,3,4,10,5,2,3) # of groups=5,0.004893883424984,3.0
440072,1,8,6,4,3,10,5,2,3) # of groups=5,-0.0896021803498662,3.0
440073,1,8,10,6,7,11,5,2,3) # of groups=5,-0.3114841185200859,2.0
440081,1,8,8,4,4,10,5,2,3) # of groups=5,0.3487362838992688,4.0
440082,1,8,11,7,8,10,5,2,3) # of groups=5,0.0353974244804593,3.0
440084,1,8,6,3,4,10,5,2,3) # of groups=5,-1.2872697312668029,1.0
440091,1,8,11,7,7,10,5,2,3) # of groups=5,0.4087692925410239,5.0
440102,1,0,5,3,2,10,3,1,1) # of groups=3,-0.4293856901852401,3.0
440104,1,8,11,7,8,11,5,2,3) # of groups=5,-0.2821831923344289,2.0
440109,0,8,5,1,1,8,3,0,1) # of groups=3,-0.8288941936437795,N/A
440110,1,8,6,4,3,8,5,2,3) # of groups=5,0.5247827563700105,5.0
440111,0,0,1,0,4,8,2,1,,-0.2027941741435017,N/A
440120,1,8,9,7,7,10,5,2,3) # of groups=5,-0.2812046779176171,2.0
440125,1,8,11,7,8,9,5,2,3) # of groups=5,0.0787792171091771,4.0
440130,1,8,6,3,3,9,5,2,3) # of groups=5,0.3219233042216408,4.0
440131,1,8,7,3,1,9,4,1,2) # of groups=4,0.4748450333529229,4.0
440132,1,8,7,4,3,11,5,2,3) # of groups=5,0.0371457640403873,3.0
440137,1,8,6,3,2,7,4,1,2) # of groups=4,0.5886774638507535,4.0
44013F,1,8,5,5,3,6,5,2,3) # of groups=5,-0.2949993301509637,2.0
440144,1,8,7,5,5,9,5,2,3) # of groups=5,0.0696519348222763,4.0
440148,0,8,3,1,1,7,3,0,1) # of groups=3,0.2336191490203125,N/A
440150,1,8,8,6,7,9,5,2,3) # of groups=5,-0.2419655404014974,3.0
440151,1,8,6,3,2,10,4,1,2) # of groups=4,0.6810985915987251,5.0
440152,1,8,5,1,7,8,4,1,2) # of groups=4,-0.4966755879972173,2.0
440153,1,8,4,2,3,10,4,1,2) # of groups=4,0.0617872120331926,3.0
440156,1,8,9,7,8,10,5,2,3) # of groups=5,0.0722239633320409,4.0
440159,0,0,0,0,0,2,0,0,,-2.940530434871356,N/A
440161,1,8,11,7,8,9,5,2,3) # of groups=5,0.3782413823079974,4.0
44016F,1,8,6,5,4,5,5,2,3) # of groups=5,-0.1489747391307545,3.0
440173,1,8,9,7,7,10,5,2,3) # of groups=5,-0.1742274302248386,3.0
440175,1,8,6,4,2,9,4,1,2) # of groups=4,0.4344167995086342,4.0
440176,1,8,6,1,3,7,4,1,2) # of groups=4,0.1476154028290363,3.0
44017F,0,0,4,3,0,0,2,1,,1.906592875060079,N/A
440183,1,8,10,7,8,8,5,2,3) # of groups=5,-0.2810012842341287,2.0
440184,1,8,5,3,5,9,5,2,3) # of groups=5,0.1635928009625572,4.0
440185,1,8,8,6,7,10,5,2,3) # of groups=5,-0.4944442406013844,2.0
440187,1,8,5,3,3,8,5,2,3) # of groups=5,-0.572343133770753,2.0
44018F,1,8,6,5,4,6,5,2,3) # of groups=5,-0.157144342039657,3.0
440192,0,8,4,1,0,7,3,0,1) # of groups=3,0.0205850495939688,N/A
440193,1,8,9,5,6,9,5,2,3) # of groups=5,0.0393398713261286,3.0
440194,1,8,8,6,7,10,5,2,3) # of groups=5,0.3403422535377371,4.0
440197,1,8,5,4,7,7,5,2,3) # of groups=5,0.0347548165989201,3.0
440200,0,0,1,0,0,4,1,0,,-0.0138622565376065,N/A
440218,0,8,3,0,2,2,2,0,,0.6735368758486349,N/A
440227,1,8,7,6,6,10,5,2,3) # of groups=5,-0.0281995362368041,3.0
440228,1,8,8,6,7,7,5,2,3) # of groups=5,-0.1320664205916808,3.0
440231,0,0,0,0,0,2,0,0,,-3.41144166074554,N/A
441300,0,0,0,0,0,5,1,0,,1.0505080882068667,N/A
441301,0,0,1,0,0,5,1,0,,-0.4652751421195406,N/A
441303,0,0,2,1,0,5,1,0,,-1.4366654157934269,N/A
441304,0,0,0,0,0,3,1,0,,0.6416068850782508,N/A
441305,1,8,5,3,0,5,4,1,2) # of groups=4,0.1337875014304132,3.0
441306,0,0,2,1,0,5,1,0,,-0.1792595130679981,N/A
441307,1,8,5,3,0,6,4,1,2) # of groups=4,0.6684616309653924,5.0
441309,0,0,3,1,0,6,2,0,,0.3296443010185202,N/A
441310,0,0,3,1,0,4,2,0,,-0.902060243843304,N/A
441311,0,0,0,0,0,4,1,0,,-0.6360526351919782,N/A
441313,0,0,0,0,0,5,1,0,,1.2702604005270497,N/A
441314,0,0,1,0,0,4,1,0,,0.1325379641453047,N/A
441316,0,0,2,1,0,5,1,0,,0.7197655480215429,N/A
441320,0,0,1,0,0,4,1,0,,0.2360823875425426,N/A
441322,0,0,1,0,0,4,1,0,,-0.4837698361272704,N/A
441323,0,0,0,0,0,2,0,0,,1.5470130132420596,N/A
450002,1,8,8,3,7,8,5,2,3) # of groups=5,-0.4607492332104863,2.0
450007,1,8,8,5,5,11,5,2,3) # of groups=5,0.1738915567844343,4.0
450010,1,8,11,7,8,10,5,2,3) # of groups=5,0.0057615466930183,3.0
450011,1,8,11,7,7,10,5,2,3) # of groups=5,0.1535007100635427,4.0
450015,1,8,8,6,7,11,5,2,3) # of groups=5,-0.6442470481074392,1.0
450018,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1232875437274205,3.0
450021,1,8,11,7,8,9,5,2,3) # of groups=5,0.2968940895187528,4.0
450023,1,8,9,6,6,11,5,2,3) # of groups=5,0.2726208803214095,4.0
450024,1,8,5,5,7,8,5,2,3) # of groups=5,-0.3813914163676634,2.0
450028,1,8,7,6,7,9,5,2,3) # of groups=5,0.2035602932144809,4.0
450029,1,8,9,6,7,8,5,2,3) # of groups=5,-0.5043308607883789,2.0
450032,1,8,11,7,7,10,5,2,3) # of groups=5,-0.1275107211379787,3.0
450033,1,8,8,6,8,8,5,2,3) # of groups=5,-0.2295208829230883,3.0
450034,1,8,9,7,8,11,5,2,3) # of groups=5,-0.071298379064178,3.0
450035,1,8,6,2,6,8,4,1,2) # of groups=4,0.0157610290220653,3.0
450039,1,8,8,5,7,9,5,2,3) # of groups=5,0.1050056899156748,4.0
450040,1,8,9,7,7,7,5,2,3) # of groups=5,-0.2110326235740666,3.0
450042,1,8,9,7,7,9,5,2,3) # of groups=5,-0.4290551856813895,2.0
450044,1,8,11,7,8,10,5,2,3) # of groups=5,0.3073258165011296,4.0
450046,1,8,10,7,6,8,5,2,3) # of groups=5,-0.1607960219273319,3.0
450051,1,8,7,7,7,10,5,2,3) # of groups=5,-0.1986196050435683,3.0
450054,1,8,11,7,8,10,5,2,3) # of groups=5,0.4199666165922188,5.0
450055,0,8,3,1,2,8,3,0,1) # of groups=3,0.3097490175379226,N/A
450056,1,8,11,7,8,9,5,2,3) # of groups=5,0.3780546065944963,4.0
450058,1,8,9,7,8,9,5,2,3) # of groups=5,0.1625311184228398,4.0
450064,1,8,6,6,8,11,5,2,3) # of groups=5,-0.2875175282323646,2.0
450068,1,8,11,7,8,11,5,2,3) # of groups=5,-0.0925186223728254,3.0
450072,1,8,8,5,3,9,5,2,3) # of groups=5,0.3411223252129832,4.0
450079,1,8,7,6,6,10,5,2,3) # of groups=5,0.5969282370776183,5.0
450080,1,8,7,5,3,10,5,2,3) # of groups=5,-0.4822833514836189,2.0
450082,0,8,4,2,2,9,3,0,1) # of groups=3,0.3414257097788064,N/A
450083,1,8,11,7,7,10,5,2,3) # of groups=5,-0.6473584576653908,1.0
450085,0,0,5,1,2,8,2,0,,0.2148105721803898,N/A
450087,1,8,8,7,5,7,5,2,3) # of groups=5,-0.3088332940662339,2.0
450090,1,8,6,3,3,9,5,2,3) # of groups=5,0.5857122818575705,5.0
450092,1,8,4,2,4,9,4,1,2) # of groups=4,0.3963710308167907,4.0
450097,1,8,6,6,7,10,5,2,3) # of groups=5,0.2717297344965576,4.0
450101,1,8,10,6,8,11,5,2,3) # of groups=5,0.0758537458584239,4.0
450102,1,8,11,7,8,11,5,2,3) # of groups=5,0.0007963764838553,3.0
450104,1,8,7,5,6,10,5,2,3) # of groups=5,-0.3374622983756336,2.0
450107,1,8,9,7,8,9,5,2,3) # of groups=5,-0.4020574775788217,2.0
450108,0,8,5,2,1,7,3,0,1) # of groups=3,-0.2607932510843738,N/A
450119,1,8,8,7,6,9,5,2,3) # of groups=5,0.1666900770205605,4.0
450124,1,8,5,3,7,7,5,2,3) # of groups=5,-0.3354909880671088,2.0
450128,1,8,6,5,5,8,5,2,3) # of groups=5,0.2633266844992968,4.0
450132,1,8,9,7,8,10,5,2,3) # of groups=5,-0.2114691003221517,3.0
450133,1,8,9,7,7,11,5,2,3) # of groups=5,-0.556412199258654,2.0
450135,1,8,9,7,7,8,5,2,3) # of groups=5,-0.1320981300101595,3.0
450137,1,8,10,7,7,9,5,2,3) # of groups=5,0.3197643131275346,4.0
450143,0,0,2,0,0,6,1,0,,-0.2407103284252955,N/A
450144,0,0,3,1,1,7,2,0,,-0.2486679614728363,N/A
450147,1,8,9,6,6,8,5,2,3) # of groups=5,0.0972977979229271,4.0
450148,1,8,6,3,3,8,5,2,3) # of groups=5,0.5381257622897768,5.0
450152,1,8,7,6,7,11,5,2,3) # of groups=5,0.2356710473658577,4.0
450154,0,8,5,2,2,9,3,0,1) # of groups=3,-0.5849330596146864,N/A
450155,0,0,1,1,1,6,1,0,,-0.4384147717997339,N/A
450162,1,0,4,0,3,8,3,1,1) # of groups=3,-0.2713339280302428,3.0
450163,1,8,4,3,2,9,4,1,2) # of groups=4,0.1477507261736267,3.0
450165,0,8,4,2,2,7,3,0,1) # of groups=3,0.8532874263304995,N/A
450176,1,8,7,5,5,9,5,2,3) # of groups=5,0.1725704601485647,4.0
450184,1,8,9,7,8,11,5,2,3) # of groups=5,-0.2355192943030576,3.0
450193,1,8,10,7,7,8,5,2,3) # of groups=5,0.2352518702695588,4.0
450194,0,8,4,1,2,9,3,0,1) # of groups=3,0.2804054639361912,N/A
450196,1,8,8,6,7,9,5,2,3) # of groups=5,-0.5655027849161796,2.0
450200,1,8,7,6,6,11,5,2,3) # of groups=5,-0.1090865869752882,3.0
450203,1,8,8,6,5,9,5,2,3) # of groups=5,-0.1174674109104914,3.0
450209,1,8,8,7,7,8,5,2,3) # of groups=5,0.1507950087260116,4.0
450210,0,0,4,2,0,6,2,0,,-0.0443720260704469,N/A
450211,1,8,9,7,7,11,5,2,3) # of groups=5,-0.1681416433876791,3.0
450213,1,8,10,7,7,9,5,2,3) # of groups=5,-0.2002103288732281,3.0
450222,1,8,9,7,7,9,5,2,3) # of groups=5,-0.2572115443019092,3.0
450229,1,8,11,7,8,11,5,2,3) # of groups=5,-0.2293946184529029,3.0
450231,1,8,11,7,8,10,5,2,3) # of groups=5,-0.4072746198759282,2.0
450235,0,0,4,1,1,6,2,0,,-0.175773773990466,N/A
450236,1,8,9,5,4,10,5,2,3) # of groups=5,0.0258153126902634,3.0
450237,1,8,11,7,8,10,5,2,3) # of groups=5,0.0862971855290673,4.0
450241,0,0,2,1,1,6,1,0,,-0.1672642051714317,N/A
450253,0,0,3,0,1,4,2,0,,0.1278311964708186,N/A
450271,1,8,9,6,4,10,5,2,3) # of groups=5,-0.3804937966387093,2.0
450272,1,8,5,5,2,8,4,1,2) # of groups=4,-0.1534307492046939,2.0
450289,1,8,5,2,7,9,4,1,2) # of groups=4,-0.0164705054076035,3.0
450292,0,8,5,2,2,8,3,0,1) # of groups=3,0.2025067856540502,N/A
450324,1,8,9,7,7,10,5,2,3) # of groups=5,-0.1843524045059024,3.0
450330,1,8,6,3,4,8,5,2,3) # of groups=5,-0.4737650834080931,2.0
450346,1,8,11,7,7,10,5,2,3) # of groups=5,-0.2419436639984653,3.0
450347,1,8,6,5,7,9,5,2,3) # of groups=5,-0.0922954267051914,3.0
450351,1,8,5,2,3,9,4,1,2) # of groups=4,0.1754013348839976,3.0
450352,1,8,8,6,7,10,5,2,3) # of groups=5,-0.1424778267449649,3.0
450358,1,8,11,7,8,11,5,2,3) # of groups=5,0.7960280493211047,5.0
450369,0,0,5,1,2,8,2,0,,-0.291528195523843,N/A
450370,0,8,5,2,1,8,3,0,1) # of groups=3,-0.2091076121327887,N/A
450372,1,8,9,6,5,10,5,2,3) # of groups=5,0.5043309629894869,5.0
450379,0,8,3,2,2,5,3,0,1) # of groups=3,0.3303259626145625,N/A
450388,1,8,11,7,8,10,5,2,3) # of groups=5,0.0694726523741459,4.0
450389,1,8,7,5,6,11,5,2,3) # of groups=5,-0.4273659599874799,2.0
450395,1,8,6,3,2,10,4,1,2) # of groups=4,0.4406965308559329,4.0
450399,0,0,2,1,0,7,1,0,,-0.1813683407720134,N/A
450400,0,0,3,1,1,6,2,0,,-0.479414130384592,N/A
450403,1,8,8,6,7,10,5,2,3) # of groups=5,0.0155340880616739,3.0
450411,1,0,4,3,1,7,3,1,1) # of groups=3,-0.1062651060921454,3.0
450419,0,8,4,2,2,7,3,0,1) # of groups=3,0.5631217525186251,N/A
450422,0,0,3,0,2,4,2,0,,0.3074749172409589,N/A
450424,1,8,10,7,6,11,5,2,3) # of groups=5,0.7155589075969534,5.0
450431,1,8,9,7,7,10,5,2,3) # of groups=5,0.8053013396701242,5.0
450447,1,8,6,4,3,9,5,2,3) # of groups=5,0.0374514478875106,3.0
450451,0,0,4,1,1,6,2,0,,0.034205963111941,N/A
450460,0,0,2,1,0,5,1,0,,-0.3618658735998192,N/A
450462,1,8,9,7,8,9,5,2,3) # of groups=5,0.2231612529460837,4.0
450465,1,8,6,3,2,8,4,1,2) # of groups=4,-0.2295249020113168,2.0
450469,1,8,5,5,3,8,5,2,3) # of groups=5,0.0940983406990871,4.0
450475,0,8,4,2,2,9,3,0,1) # of groups=3,0.1163812360561801,N/A
450484,1,8,9,7,6,9,5,2,3) # of groups=5,0.011242421573917,3.0
450489,0,0,2,1,0,5,1,0,,-0.0376692490514924,N/A
450498,0,0,2,1,0,5,1,0,,-0.6384354631747187,N/A
450508,1,8,6,4,5,8,5,2,3) # of groups=5,-0.8409367009502335,1.0
450518,1,8,8,6,5,9,5,2,3) # of groups=5,-0.1312062967062027,3.0
450537,1,8,11,7,7,10,5,2,3) # of groups=5,-0.0471064308683114,3.0
450539,1,8,6,2,4,10,4,1,2) # of groups=4,0.0620835255348881,3.0
450563,1,8,8,6,8,8,5,2,3) # of groups=5,0.3191498080466066,4.0
450565,1,8,6,3,2,10,4,1,2) # of groups=4,-0.5931593621808677,1.0
450571,1,8,11,7,8,11,5,2,3) # of groups=5,-0.4294555458091295,2.0
450573,0,0,4,2,0,7,2,0,,0.24920786899249,N/A
450578,0,0,2,1,0,4,1,0,,0.5696907113270868,N/A
450584,0,8,4,2,1,7,3,0,1) # of groups=3,0.2338934457912013,N/A
450587,1,8,9,5,4,10,5,2,3) # of groups=5,-0.6948837662568269,1.0
450596,1,8,6,6,4,11,5,2,3) # of groups=5,0.0978040662719696,4.0
450597,0,0,5,2,1,9,2,0,,0.018960374773558,N/A
450604,1,8,6,2,4,10,4,1,2) # of groups=4,0.6454347032639973,5.0
45060F,1,8,5,3,1,5,4,1,2) # of groups=4,0.2715401198575122,4.0
450610,1,8,9,7,8,10,5,2,3) # of groups=5,-0.0700173174981476,3.0
450617,1,8,9,7,8,8,5,2,3) # of groups=5,-0.0340124889556999,3.0
450634,1,8,8,6,7,8,5,2,3) # of groups=5,0.2012158563531242,4.0
