PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp
240071,0,8,3,1,2,8,3,0,1) # of groups=3
240075,1,8,9,5,6,10,5,2,3) # of groups=5
240076,1,8,6,2,3,10,4,1,2) # of groups=4
240078,1,8,9,7,8,10,5,2,3) # of groups=5
240080,1,8,11,7,8,9,5,2,3) # of groups=5
240084,0,8,7,2,2,9,3,0,1) # of groups=3
240088,1,8,7,3,3,10,5,2,3) # of groups=5
240093,1,8,10,6,7,10,5,2,3) # of groups=5
240100,1,8,10,6,7,11,5,2,3) # of groups=5
240101,0,8,7,2,2,10,3,0,1) # of groups=3
240104,1,8,9,4,6,10,5,2,3) # of groups=5
240106,1,8,11,7,7,10,5,2,3) # of groups=5
240115,1,8,11,7,8,10,5,2,3) # of groups=5
240141,0,8,6,1,2,10,3,0,1) # of groups=3
240166,0,8,7,2,2,9,3,0,1) # of groups=3
240187,0,8,5,2,2,8,3,0,1) # of groups=3
240206,0,0,0,0,0,4,1,0,
240207,1,8,8,5,7,11,5,2,3) # of groups=5
240210,1,8,10,7,6,9,5,2,3) # of groups=5
240213,1,8,9,3,7,11,5,2,3) # of groups=5
240214,1,8,6,2,7,9,4,1,2) # of groups=4
241301,0,0,0,0,0,5,1,0,
241302,0,0,0,0,0,3,1,0,
241303,0,0,2,0,0,3,1,0,
241304,0,0,1,0,0,2,0,0,
241305,0,8,2,0,1,6,2,0,
241306,0,0,2,0,1,5,1,0,
241308,0,0,2,0,0,3,1,0,
241309,0,0,1,0,0,5,1,0,
241311,0,0,1,0,0,4,1,0,
241312,0,0,1,0,0,4,1,0,
241313,0,0,0,0,0,4,1,0,
241314,0,0,1,0,0,3,1,0,
241315,0,0,1,0,0,4,1,0,
241316,0,0,2,0,0,4,1,0,
241317,0,0,1,0,0,3,1,0,
241318,0,0,2,0,0,5,1,0,
241319,0,0,1,0,0,4,1,0,
241320,0,8,2,1,0,4,2,0,
241321,0,0,0,0,0,4,1,0,
241322,0,0,1,0,2,4,1,0,
241323,0,0,2,0,0,4,1,0,
241325,0,8,4,1,0,4,3,0,1) # of groups=3
241326,0,0,3,0,0,7,2,0,
241327,0,0,3,1,0,3,2,0,
241328,0,0,2,0,0,4,1,0,
241329,0,8,4,1,1,5,3,0,1) # of groups=3
241330,0,8,3,1,0,6,3,0,1) # of groups=3
241332,0,0,3,0,1,5,2,0,
241333,0,0,1,0,0,5,1,0,
241334,0,8,3,0,1,5,3,0,1) # of groups=3
241335,0,0,2,0,0,4,1,0,
241336,0,0,1,0,0,3,1,0,
241337,0,0,1,0,0,3,1,0,
241338,0,0,0,0,0,5,1,0,
241339,0,0,2,0,0,1,0,0,
241340,0,0,0,0,0,6,1,0,
241341,0,0,0,0,0,3,1,0,
241342,0,0,4,0,0,5,2,0,
241343,0,0,1,0,0,4,1,0,
241344,0,0,5,1,1,5,2,0,
241345,0,0,1,0,0,5,1,0,
241346,0,0,1,0,0,5,1,0,
241347,0,0,2,0,0,4,1,0,
241348,0,0,1,0,0,4,1,0,
241349,0,0,1,0,0,8,1,0,
241350,0,0,2,0,0,6,1,0,
241351,0,8,2,0,0,7,2,0,
241353,0,8,5,1,2,7,3,0,1) # of groups=3
241354,0,8,4,2,2,3,3,0,1) # of groups=3
241355,0,8,2,1,1,5,2,0,
241356,0,0,1,0,0,6,1,0,
241357,0,0,1,0,0,6,1,0,
241358,0,0,0,0,0,4,1,0,
241359,1,8,5,1,3,5,4,1,2) # of groups=4
241360,0,0,1,0,0,6,1,0,
241361,0,8,4,1,1,5,3,0,1) # of groups=3
241362,0,8,4,0,1,9,3,0,1) # of groups=3
241363,0,8,3,1,1,4,3,0,1) # of groups=3
241364,0,8,2,0,2,5,2,0,
241365,0,0,1,0,0,4,1,0,
241366,0,8,1,0,1,4,2,0,
241367,0,8,5,0,2,5,3,0,1) # of groups=3
241368,0,8,3,0,0,7,3,0,1) # of groups=3
241369,0,8,2,0,1,6,2,0,
241370,0,8,3,0,1,8,3,0,1) # of groups=3
241371,0,0,2,1,0,5,1,0,
241372,0,0,1,0,0,4,1,0,
241373,0,8,5,2,1,7,3,0,1) # of groups=3
241374,0,0,1,0,0,4,1,0,
241375,0,0,0,0,0,3,1,0,
241376,0,8,2,1,1,4,2,0,
241377,0,0,4,2,0,6,2,0,
241378,0,8,8,2,2,9,3,0,1) # of groups=3
241379,0,0,0,0,0,4,1,0,
241380,0,8,4,2,0,8,3,0,1) # of groups=3
241381,0,8,5,1,2,5,3,0,1) # of groups=3
250001,1,8,11,7,8,9,5,2,3) # of groups=5
250002,1,0,4,3,0,6,3,1,1) # of groups=3
250004,1,8,11,7,7,9,5,2,3) # of groups=5
250006,1,8,8,4,2,12,4,1,2) # of groups=4
250007,1,8,6,3,3,9,5,2,3) # of groups=5
250009,1,8,8,7,6,10,5,2,3) # of groups=5
250012,0,0,2,1,0,4,1,0,
250017,0,0,0,0,0,3,1,0,
250018,0,0,0,0,0,2,0,0,
250019,1,8,11,7,8,11,5,2,3) # of groups=5
250020,1,0,4,4,0,6,3,1,1) # of groups=3
250025,1,8,6,3,4,9,5,2,3) # of groups=5
250027,0,0,3,1,0,4,2,0,
250031,1,8,7,5,5,10,5,2,3) # of groups=5
250034,1,8,9,7,7,10,5,2,3) # of groups=5
250036,0,8,4,2,2,8,3,0,1) # of groups=3
250038,0,8,4,1,2,7,3,0,1) # of groups=3
250040,1,8,11,7,8,11,5,2,3) # of groups=5
250042,0,8,3,2,1,7,3,0,1) # of groups=3
250043,1,0,5,3,1,7,3,1,1) # of groups=3
250044,1,0,6,3,2,7,3,1,1) # of groups=3
250048,1,8,11,7,8,9,5,2,3) # of groups=5
250049,0,0,1,0,0,2,0,0,
250050,1,8,5,3,2,8,4,1,2) # of groups=4
250057,1,8,6,3,3,11,5,2,3) # of groups=5
250058,1,8,9,6,8,11,5,2,3) # of groups=5
250060,0,0,1,0,0,5,1,0,
250061,0,0,2,1,0,1,0,0,
250067,0,0,7,2,2,8,2,0,
250069,1,8,10,6,6,10,5,2,3) # of groups=5
250072,1,8,8,7,5,8,5,2,3) # of groups=5
250077,0,8,4,2,2,9,3,0,1) # of groups=3
250078,1,8,11,7,8,9,5,2,3) # of groups=5
250081,0,0,0,0,1,2,0,0,
250082,1,8,10,5,6,11,5,2,3) # of groups=5
250084,1,8,6,4,2,10,4,1,2) # of groups=4
250085,0,0,3,2,1,6,2,0,
250093,1,8,6,3,4,9,5,2,3) # of groups=5
250094,1,8,8,7,8,8,5,2,3) # of groups=5
250095,0,0,4,2,1,8,2,0,
250096,1,8,6,1,3,7,4,1,2) # of groups=4
250097,1,8,9,6,5,10,5,2,3) # of groups=5
250099,1,8,7,5,3,10,5,2,3) # of groups=5
250100,1,8,11,7,8,10,5,2,3) # of groups=5
250102,1,8,11,7,8,11,5,2,3) # of groups=5
250104,1,8,11,7,7,10,5,2,3) # of groups=5
250117,1,0,6,4,3,11,4,2,2) # of groups=4
250123,1,8,9,4,7,9,5,2,3) # of groups=5
250124,0,8,4,2,1,7,3,0,1) # of groups=3
250127,0,0,0,0,0,4,1,0,
250128,0,0,2,1,1,7,1,0,
250134,0,0,2,1,0,2,0,0,
250136,0,8,1,0,1,3,2,0,
250138,1,8,7,3,6,9,5,2,3) # of groups=5
250141,1,8,10,7,6,11,5,2,3) # of groups=5
250151,0,0,1,0,1,2,0,0,
250162,0,0,5,2,2,9,2,0,
250167,1,8,4,5,3,9,5,2,3) # of groups=5
250168,1,8,9,4,5,11,5,2,3) # of groups=5
250172,0,0,1,0,0,6,1,0,
25042F,1,8,4,3,1,5,4,1,2) # of groups=4
25043F,1,8,5,4,3,5,5,2,3) # of groups=5
251300,0,0,2,0,1,6,1,0,
251302,0,0,2,1,0,2,0,0,
251304,0,0,0,0,1,3,1,0,
251305,0,0,2,1,0,1,0,0,
251306,0,0,0,0,0,2,0,0,
251308,0,0,2,1,1,7,1,0,
251309,0,0,2,1,0,2,0,0,
251312,0,0,2,1,0,4,1,0,
251313,0,0,3,1,0,4,2,0,
251315,1,0,5,3,1,5,3,1,1) # of groups=3
251316,0,0,0,0,0,4,1,0,
251317,0,0,2,1,0,5,1,0,
251318,0,0,4,2,1,3,2,0,
251319,0,0,1,0,0,5,1,0,
251320,0,0,3,2,0,1,1,0,
251322,0,0,1,0,0,4,1,0,
251323,0,0,1,0,0,4,1,0,
251324,0,0,1,0,0,3,1,0,
251325,0,0,2,1,0,5,1,0,
251326,0,0,0,0,0,3,1,0,
251327,0,0,3,1,0,2,1,0,
251329,0,0,0,0,0,1,0,0,
251330,0,0,1,0,1,2,0,0,
251331,0,0,2,1,0,5,1,0,
251333,0,0,0,0,0,3,1,0,
251334,0,0,2,1,0,2,0,0,
251335,0,0,1,0,0,4,1,0,
251336,0,0,3,1,0,7,2,0,
251337,1,0,4,3,1,6,3,1,1) # of groups=3
251338,0,0,1,0,0,2,0,0,
260001,1,8,10,7,7,11,5,2,3) # of groups=5
260005,1,8,7,6,6,9,5,2,3) # of groups=5
260006,1,8,11,7,7,11,5,2,3) # of groups=5
260009,1,8,8,5,6,11,5,2,3) # of groups=5
260011,1,8,8,5,7,11,5,2,3) # of groups=5
260017,1,8,10,6,7,11,5,2,3) # of groups=5
260020,1,8,11,7,8,11,5,2,3) # of groups=5
260022,1,8,7,3,3,10,5,2,3) # of groups=5
260023,1,8,8,6,7,11,5,2,3) # of groups=5
260024,1,8,5,3,1,8,4,1,2) # of groups=4
260025,1,8,10,6,5,9,5,2,3) # of groups=5
260027,1,8,11,7,7,9,5,2,3) # of groups=5
260032,1,8,11,7,8,10,5,2,3) # of groups=5
260034,0,0,4,2,1,6,2,0,
260040,1,8,11,7,8,11,5,2,3) # of groups=5
260047,1,8,10,5,6,11,5,2,3) # of groups=5
260048,1,8,7,3,7,9,5,2,3) # of groups=5
26004F,1,8,6,5,4,5,5,2,3) # of groups=5
260050,0,8,7,2,2,9,3,0,1) # of groups=3
260052,1,8,8,6,7,11,5,2,3) # of groups=5
260057,1,8,7,3,4,9,5,2,3) # of groups=5
260059,1,8,7,2,3,9,4,1,2) # of groups=4
260061,1,8,5,3,2,8,4,1,2) # of groups=4
260062,1,8,8,6,7,10,5,2,3) # of groups=5
260065,1,8,11,7,8,10,5,2,3) # of groups=5
260068,1,8,11,7,8,9,5,2,3) # of groups=5
260070,0,0,4,2,1,5,2,0,
260074,1,8,6,4,2,8,4,1,2) # of groups=4
260077,1,8,11,7,7,10,5,2,3) # of groups=5
260078,1,8,10,6,4,11,5,2,3) # of groups=5
26007F,1,0,4,3,0,3,3,1,1) # of groups=3
260081,1,8,8,6,7,9,5,2,3) # of groups=5
260085,1,8,9,7,7,8,5,2,3) # of groups=5
260091,1,8,10,6,8,10,5,2,3) # of groups=5
260094,1,8,9,6,6,11,5,2,3) # of groups=5
260095,1,8,11,7,7,11,5,2,3) # of groups=5
260096,1,8,9,7,8,11,5,2,3) # of groups=5
260097,1,8,9,3,3,10,5,2,3) # of groups=5
26009F,1,8,5,5,3,6,5,2,3) # of groups=5
260102,1,8,5,1,3,8,4,1,2) # of groups=4
260104,1,8,11,7,8,10,5,2,3) # of groups=5
260105,1,8,10,7,6,7,5,2,3) # of groups=5
260108,1,8,11,7,8,11,5,2,3) # of groups=5
260110,1,8,11,7,7,11,5,2,3) # of groups=5
260113,1,8,8,4,4,9,5,2,3) # of groups=5
260119,1,8,9,6,6,11,5,2,3) # of groups=5
260137,1,8,11,7,8,11,5,2,3) # of groups=5
260138,1,8,11,7,8,9,5,2,3) # of groups=5
260141,1,8,11,7,8,10,5,2,3) # of groups=5
260142,1,8,8,3,2,9,4,1,2) # of groups=4
260160,1,0,7,3,0,6,3,1,1) # of groups=3
260162,1,8,6,2,6,9,4,1,2) # of groups=4
260163,1,8,8,4,6,11,5,2,3) # of groups=5
260175,1,8,9,3,3,11,5,2,3) # of groups=5
260176,1,8,6,3,3,7,5,2,3) # of groups=5
260177,1,8,9,7,8,11,5,2,3) # of groups=5
260179,1,8,11,7,8,10,5,2,3) # of groups=5
260180,1,8,9,7,7,8,5,2,3) # of groups=5
260183,1,8,11,7,7,10,5,2,3) # of groups=5
260186,1,8,10,6,5,10,5,2,3) # of groups=5
260190,1,8,9,5,7,8,5,2,3) # of groups=5
260191,1,8,10,6,7,9,5,2,3) # of groups=5
260193,1,8,7,6,4,8,5,2,3) # of groups=5
260195,1,8,8,4,5,11,5,2,3) # of groups=5
260200,1,8,7,6,7,11,5,2,3) # of groups=5
260210,0,8,1,0,2,5,2,0,
260214,1,8,9,4,3,9,5,2,3) # of groups=5
260216,1,8,8,6,7,11,5,2,3) # of groups=5
260219,1,8,7,5,4,9,5,2,3) # of groups=5
26023F,1,8,6,5,4,4,5,2,3) # of groups=5
261301,0,0,1,0,0,1,0,0,
261302,0,0,3,1,0,4,2,0,
261303,1,0,4,3,0,5,3,1,1) # of groups=3
261305,0,0,2,1,0,3,1,0,
261306,0,0,1,0,0,2,0,0,
261307,0,0,3,1,0,5,2,0,
261308,0,0,3,2,0,5,2,0,
261309,0,0,3,2,0,5,2,0,
261310,0,0,3,1,0,3,2,0,
261311,1,8,9,3,2,8,4,1,2) # of groups=4
261312,0,0,3,2,0,5,2,0,
261313,0,0,4,2,0,2,1,0,
261314,0,0,3,1,0,2,1,0,
261316,0,8,3,1,1,6,3,0,1) # of groups=3
261317,0,0,3,1,0,6,2,0,
261318,1,0,6,3,0,3,3,1,1) # of groups=3
261319,0,8,3,1,1,6,3,0,1) # of groups=3
261320,0,8,3,1,0,7,3,0,1) # of groups=3
261321,1,8,5,3,1,9,4,1,2) # of groups=4
261322,0,0,1,0,0,4,1,0,
261323,0,0,2,1,0,5,1,0,
261324,0,8,6,0,1,6,3,0,1) # of groups=3
261325,0,8,3,1,0,5,3,0,1) # of groups=3
261327,0,0,2,0,0,3,1,0,
261328,0,0,2,1,0,3,1,0,
261329,0,8,4,0,1,6,3,0,1) # of groups=3
261330,0,8,7,2,0,5,3,0,1) # of groups=3
261331,0,8,3,1,1,8,3,0,1) # of groups=3
261332,0,0,4,1,0,7,2,0,
261333,0,0,2,0,0,7,1,0,
261335,0,0,2,0,0,5,1,0,
261336,0,0,2,1,0,4,1,0,
261337,1,8,5,3,1,10,4,1,2) # of groups=4
261338,0,8,5,1,1,6,3,0,1) # of groups=3
270003,1,8,10,5,4,11,5,2,3) # of groups=5
270004,1,8,11,7,8,10,5,2,3) # of groups=5
270012,1,8,11,7,6,10,5,2,3) # of groups=5
270014,1,8,11,7,7,10,5,2,3) # of groups=5
270017,1,8,9,5,3,10,5,2,3) # of groups=5
270023,1,8,10,6,7,10,5,2,3) # of groups=5
270032,0,8,8,2,2,9,3,0,1) # of groups=3
27003F,1,8,5,3,2,5,4,1,2) # of groups=4
270049,1,8,11,7,7,10,5,2,3) # of groups=5
270051,1,8,11,7,7,11,5,2,3) # of groups=5
270057,1,8,10,6,6,9,5,2,3) # of groups=5
270074,0,0,1,0,0,3,1,0,
270086,1,8,8,3,3,9,5,2,3) # of groups=5
271300,0,0,0,0,0,3,1,0,
271301,0,0,1,0,0,3,1,0,
271302,0,0,0,0,0,1,0,0,
271304,0,0,0,0,0,1,0,0,
271305,0,0,1,0,0,2,0,0,
271306,0,0,0,0,0,3,1,0,
271307,0,0,0,0,0,3,1,0,
271308,0,0,0,0,0,1,0,0,
271309,0,0,0,0,0,2,0,0,
271310,0,0,0,0,0,1,0,0,
271311,0,0,0,0,0,2,0,0,
271312,0,0,2,1,0,1,0,0,
271313,0,0,1,0,0,1,0,0,
271314,0,0,1,0,0,4,1,0,
271316,0,0,5,0,0,5,2,0,
271317,1,8,8,4,1,5,4,1,2) # of groups=4
271318,0,8,5,2,1,8,3,0,1) # of groups=3
271319,0,0,1,0,0,2,0,0,
271320,0,8,4,1,0,4,3,0,1) # of groups=3
271321,0,0,0,0,0,2,0,0,
271322,0,0,1,0,0,3,1,0,
271323,0,0,2,0,1,4,1,0,
271324,0,0,0,0,0,1,0,0,
271325,0,8,2,1,0,3,2,0,
271326,0,0,1,0,0,4,1,0,
271327,0,0,1,0,0,2,0,0,
271328,0,0,1,0,0,1,0,0,
271329,0,0,1,0,0,1,0,0,
271330,0,0,1,0,0,4,1,0,
271331,0,0,1,0,0,3,1,0,
271332,0,0,5,1,0,4,2,0,
271333,0,0,0,0,0,3,1,0,
271334,0,0,0,0,0,2,0,0,
271335,0,8,3,2,2,3,3,0,1) # of groups=3
271336,1,8,6,3,2,5,4,1,2) # of groups=4
271337,0,0,1,0,0,2,0,0,
271338,0,0,1,0,0,3,1,0,
271339,0,0,1,0,0,0,0,0,
271340,1,8,8,3,1,4,4,1,2) # of groups=4
271341,0,0,2,0,0,2,0,0,
271342,0,0,1,0,0,4,1,0,
271343,0,0,2,1,0,7,1,0,
271344,1,8,7,3,3,8,5,2,3) # of groups=5
271345,0,8,2,1,0,4,2,0,
271346,0,0,0,0,0,4,1,0,
271347,1,8,6,3,3,9,5,2,3) # of groups=5
271389,0,0,0,0,0,4,1,0,
280003,1,8,11,7,8,11,5,2,3) # of groups=5
280009,1,8,9,7,7,9,5,2,3) # of groups=5
280013,1,8,11,7,8,10,5,2,3) # of groups=5
280020,1,8,7,6,7,9,5,2,3) # of groups=5
280023,1,8,8,5,6,8,5,2,3) # of groups=5
280032,1,8,9,4,6,10,5,2,3) # of groups=5
280040,1,8,11,7,8,10,5,2,3) # of groups=5
280060,1,8,10,7,7,10,5,2,3) # of groups=5
280061,1,8,9,6,7,11,5,2,3) # of groups=5
280065,1,8,10,6,4,10,5,2,3) # of groups=5
28006F,1,8,6,5,4,5,5,2,3) # of groups=5
280077,1,8,7,4,3,11,5,2,3) # of groups=5
280081,1,8,6,5,6,10,5,2,3) # of groups=5
280105,0,8,5,2,2,9,3,0,1) # of groups=3
280111,1,8,7,4,3,11,5,2,3) # of groups=5
280125,1,8,9,7,3,9,5,2,3) # of groups=5
280127,0,0,3,0,2,2,1,0,
280128,1,8,5,4,2,3,4,1,2) # of groups=4
280129,0,8,3,0,2,5,3,0,1) # of groups=3
280130,1,8,8,6,7,10,5,2,3) # of groups=5
280131,0,8,3,0,2,3,3,0,1) # of groups=3
280132,1,8,8,5,6,9,5,2,3) # of groups=5
280133,0,8,2,0,1,2,1,0,
280134,1,8,9,7,6,10,5,2,3) # of groups=5
280139,1,8,5,1,4,9,4,1,2) # of groups=4
281300,0,0,1,0,0,4,1,0,
281301,0,0,3,0,1,5,2,0,
281302,0,0,1,0,0,2,0,0,
281304,0,8,3,2,0,3,3,0,1) # of groups=3
281305,0,0,1,0,0,4,1,0,
281306,0,0,1,0,0,5,1,0,
281307,0,0,3,0,0,5,2,0,
281308,0,0,1,0,0,3,1,0,
281309,0,0,2,0,0,2,0,0,
281310,0,0,1,0,0,3,1,0,
281311,0,0,0,0,0,4,1,0,
281312,0,0,0,0,0,2,0,0,
281313,0,0,1,0,0,3,1,0,
281314,0,0,2,0,0,4,1,0,
281315,0,8,5,2,1,5,3,0,1) # of groups=3
281316,0,0,0,0,0,2,0,0,
281318,0,0,2,0,0,4,1,0,
281319,0,0,2,0,0,4,1,0,
281320,0,0,3,1,0,4,2,0,
281322,0,8,3,1,1,6,3,0,1) # of groups=3
281323,0,0,1,0,0,5,1,0,
281324,0,0,3,1,0,4,2,0,
281325,0,0,2,0,0,2,0,0,
281326,0,0,2,1,0,4,1,0,
281327,0,0,3,1,0,3,2,0,
281328,0,0,3,1,0,5,2,0,
281329,0,8,6,1,2,4,3,0,1) # of groups=3
281330,0,0,0,0,0,2,0,0,
281331,0,0,2,0,0,3,1,0,
281332,0,0,2,0,0,2,0,0,
281333,0,0,2,0,0,2,0,0,
281334,1,8,6,3,0,4,4,1,2) # of groups=4
281335,0,0,2,0,0,4,1,0,
281336,1,8,8,3,0,2,3,1,1) # of groups=3
281338,0,0,2,0,0,2,0,0,
281339,0,0,5,2,0,3,2,0,
281340,0,0,2,1,0,3,1,0,
281341,0,8,2,0,0,4,2,0,
281342,0,0,2,0,0,7,1,0,
281343,0,0,2,0,0,3,1,0,
281344,0,0,2,1,1,3,1,0,
281345,0,0,3,1,0,4,2,0,
281346,0,0,2,0,0,4,1,0,
281347,0,0,3,1,0,4,2,0,
281348,0,0,2,1,0,2,0,0,
281349,0,0,3,1,0,3,2,0,
281350,0,0,4,1,0,4,2,0,
281351,0,0,1,0,0,4,1,0,
281352,1,8,6,3,1,4,4,1,2) # of groups=4
281353,0,0,4,1,0,3,2,0,
281354,0,0,1,0,0,4,1,0,
281355,0,0,3,1,0,6,2,0,
281356,0,0,2,1,0,2,0,0,
281357,0,8,4,1,0,2,2,0,
281358,0,0,3,1,0,5,2,0,
281359,0,0,2,0,0,7,1,0,
281360,0,8,5,2,1,2,2,0,
281361,0,0,3,1,0,4,2,0,
281362,0,8,6,2,2,4,3,0,1) # of groups=3
281363,1,0,7,3,1,5,3,1,1) # of groups=3
281364,1,8,8,3,2,6,4,1,2) # of groups=4
281365,0,0,4,2,0,6,2,0,
290001,1,8,10,7,7,9,5,2,3) # of groups=5
290003,1,8,8,7,8,7,5,2,3) # of groups=5
290005,1,8,4,4,5,6,5,2,3) # of groups=5
290007,1,8,8,7,7,7,5,2,3) # of groups=5
290008,1,8,7,4,3,9,5,2,3) # of groups=5
290009,1,8,11,7,7,8,5,2,3) # of groups=5
290012,0,0,1,0,0,5,1,0,
290019,1,8,11,7,7,10,5,2,3) # of groups=5
290021,1,8,9,7,8,7,5,2,3) # of groups=5
29002F,1,8,6,4,2,5,4,1,2) # of groups=4
290032,1,8,8,6,4,8,5,2,3) # of groups=5
290039,1,8,11,7,8,10,5,2,3) # of groups=5
290041,1,8,11,7,8,9,5,2,3) # of groups=5
290045,1,8,9,7,7,9,5,2,3) # of groups=5
290046,1,8,9,7,7,8,5,2,3) # of groups=5
290047,1,8,8,6,7,8,5,2,3) # of groups=5
290049,1,8,9,4,5,9,5,2,3) # of groups=5
29004F,1,8,5,5,4,5,5,2,3) # of groups=5
290053,1,8,7,7,6,7,5,2,3) # of groups=5
290054,1,8,8,6,8,8,5,2,3) # of groups=5
290057,1,8,8,6,8,8,5,2,3) # of groups=5
290058,0,0,1,0,0,7,1,0,
290061,0,0,2,0,2,6,1,0,
291300,0,0,1,0,0,4,1,0,
291301,0,0,0,0,0,5,1,0,
291302,0,0,2,1,0,3,1,0,
291303,0,0,0,0,0,4,1,0,
291304,0,0,0,0,0,3,1,0,
291306,1,8,7,3,0,5,4,1,2) # of groups=4
291307,1,8,7,3,0,8,4,1,2) # of groups=4
291308,1,8,5,3,0,8,4,1,2) # of groups=4
291309,0,0,1,0,0,5,1,0,
291311,1,8,5,3,1,8,4,1,2) # of groups=4
291312,0,0,1,0,0,2,0,0,
291313,1,8,6,3,1,7,4,1,2) # of groups=4
291314,0,0,0,0,0,4,1,0,
300001,1,8,11,7,7,10,5,2,3) # of groups=5
300003,1,8,11,7,8,10,5,2,3) # of groups=5
300005,1,8,9,4,5,9,5,2,3) # of groups=5
300011,1,8,10,6,7,9,5,2,3) # of groups=5
300012,1,8,10,6,8,11,5,2,3) # of groups=5
300014,1,8,6,4,2,7,4,1,2) # of groups=4
300017,1,8,9,5,3,9,5,2,3) # of groups=5
300018,1,8,10,6,7,10,5,2,3) # of groups=5
300019,1,8,9,5,5,11,5,2,3) # of groups=5
300020,1,8,8,6,7,9,5,2,3) # of groups=5
300023,1,8,10,5,7,11,5,2,3) # of groups=5
300029,1,8,11,7,7,10,5,2,3) # of groups=5
300034,1,8,11,7,7,10,5,2,3) # of groups=5
301300,0,0,1,0,0,1,0,0,
301301,0,8,3,2,1,4,3,0,1) # of groups=3
301302,1,8,8,3,2,8,4,1,2) # of groups=4
301303,0,0,4,1,0,4,2,0,
301304,1,8,7,2,3,5,4,1,2) # of groups=4
301305,0,8,6,2,2,4,3,0,1) # of groups=3
301306,0,0,2,1,1,7,1,0,
301307,1,8,7,4,2,8,4,1,2) # of groups=4
301308,0,0,4,2,2,3,2,0,
301309,1,8,9,4,2,6,4,1,2) # of groups=4
301310,1,0,4,3,2,7,3,1,1) # of groups=3
301311,1,8,4,4,2,8,4,1,2) # of groups=4
301312,1,8,5,3,2,5,4,1,2) # of groups=4
310001,1,8,11,7,8,9,5,2,3) # of groups=5
310002,1,8,10,7,7,9,5,2,3) # of groups=5
310003,1,8,6,5,5,10,5,2,3) # of groups=5
310005,1,8,8,6,7,10,5,2,3) # of groups=5
310006,1,8,7,5,6,8,5,2,3) # of groups=5
310008,1,8,10,6,7,10,5,2,3) # of groups=5
310009,1,8,8,6,8,9,5,2,3) # of groups=5
310010,1,8,10,6,7,10,5,2,3) # of groups=5
310011,1,8,6,5,5,9,5,2,3) # of groups=5
310012,1,8,11,7,8,10,5,2,3) # of groups=5
310014,1,8,11,7,8,9,5,2,3) # of groups=5
310015,1,8,11,7,8,11,5,2,3) # of groups=5
310016,1,8,6,5,5,7,5,2,3) # of groups=5
310017,1,8,10,6,7,10,5,2,3) # of groups=5
310019,1,8,11,7,8,11,5,2,3) # of groups=5
31001F,1,8,4,4,4,5,5,2,3) # of groups=5
310021,1,0,7,4,2,3,3,1,1) # of groups=3
310022,1,8,8,6,8,10,5,2,3) # of groups=5
310024,1,8,7,5,6,8,5,2,3) # of groups=5
310025,1,8,8,6,6,8,5,2,3) # of groups=5
310027,1,8,8,5,5,8,5,2,3) # of groups=5
310028,1,8,10,6,7,10,5,2,3) # of groups=5
310029,1,8,8,7,6,9,5,2,3) # of groups=5
310031,1,8,7,6,4,4,5,2,3) # of groups=5
310032,1,8,7,6,7,10,5,2,3) # of groups=5
310034,1,8,10,6,7,9,5,2,3) # of groups=5
310038,1,8,11,7,8,9,5,2,3) # of groups=5
310039,1,8,7,6,6,10,5,2,3) # of groups=5
310040,1,8,5,4,4,9,5,2,3) # of groups=5
310041,1,8,10,6,8,10,5,2,3) # of groups=5
310044,1,8,9,6,7,9,5,2,3) # of groups=5
310045,1,8,11,7,7,10,5,2,3) # of groups=5
310047,1,8,9,6,7,10,5,2,3) # of groups=5
310048,1,8,10,6,7,9,5,2,3) # of groups=5
310050,1,8,8,6,7,7,5,2,3) # of groups=5
310051,1,8,10,6,8,9,5,2,3) # of groups=5
310052,1,8,10,6,7,10,5,2,3) # of groups=5
310054,1,8,10,6,7,9,5,2,3) # of groups=5
310057,1,8,9,6,7,9,5,2,3) # of groups=5
310058,0,0,3,1,2,5,2,0,
310060,1,8,9,4,6,9,5,2,3) # of groups=5
310061,1,8,6,5,5,9,5,2,3) # of groups=5
310064,1,8,11,7,8,9,5,2,3) # of groups=5
310069,1,8,10,6,7,10,5,2,3) # of groups=5
310070,1,8,8,6,7,9,5,2,3) # of groups=5
310073,1,8,11,7,8,9,5,2,3) # of groups=5
310074,1,8,10,7,7,10,5,2,3) # of groups=5
310075,1,8,9,6,8,9,5,2,3) # of groups=5
310076,1,8,11,7,8,9,5,2,3) # of groups=5
310083,1,8,4,3,4,7,5,2,3) # of groups=5
310084,1,8,8,6,5,7,5,2,3) # of groups=5
310086,1,8,10,6,8,11,5,2,3) # of groups=5
310091,1,0,5,3,2,7,3,1,1) # of groups=3
310092,1,8,6,5,6,9,5,2,3) # of groups=5
310096,1,8,8,4,6,7,5,2,3) # of groups=5
310108,1,8,10,6,7,10,5,2,3) # of groups=5
310110,1,8,9,6,7,7,5,2,3) # of groups=5
310111,1,8,8,6,7,10,5,2,3) # of groups=5
310112,1,8,8,6,7,7,5,2,3) # of groups=5
310113,1,8,10,6,7,10,5,2,3) # of groups=5
310115,1,8,8,5,3,9,5,2,3) # of groups=5
